x_mm,y_mm,z_mm,LET_keV_per_um,Dose_GyRBE
3.959600,-82.529000,-225.050000,1.173447,0.510254
4.259600,-82.529000,-225.050000,1.230688,0.511174
4.559600,-82.529000,-225.050000,1.189212,0.516307
4.859600,-82.529000,-225.050000,1.244116,0.513947
5.159600,-82.529000,-225.050000,1.189789,0.514522
5.459600,-82.529000,-225.050000,1.147356,0.513220
5.759600,-82.529000,-225.050000,1.213972,0.516727
6.059600,-82.529000,-225.050000,1.229663,0.514760
6.359600,-82.529000,-225.050000,1.206929,0.514435
6.659600,-82.529000,-225.050000,1.183399,0.508928
6.959600,-82.529000,-225.050000,1.227562,0.514573
7.259600,-82.529000,-225.050000,1.228344,0.520731
7.559600,-82.529000,-225.050000,1.165771,0.509891
7.859600,-82.529000,-225.050000,1.186569,0.512372
8.159600,-82.529000,-225.050000,1.157877,0.508254
8.459600,-82.529000,-225.050000,1.227591,0.511951
8.759600,-82.529000,-225.050000,1.208822,0.516063
9.059600,-82.529000,-225.050000,1.145166,0.504068
9.359600,-82.529000,-225.050000,1.191279,0.512512
9.659600,-82.529000,-225.050000,1.131835,0.515031
9.959600,-82.529000,-225.050000,1.160904,0.501480
10.259600,-82.529000,-225.050000,1.160362,0.507325
10.559600,-82.529000,-225.050000,1.215502,0.507063
-11.640400,-82.229000,-225.050000,1.205504,0.504608
-11.340400,-82.229000,-225.050000,1.147493,0.508170
-11.040400,-82.229000,-225.050000,1.179164,0.509871
-10.740400,-82.229000,-225.050000,1.165676,0.512140
-10.440400,-82.229000,-225.050000,1.222984,0.506295
-10.140400,-82.229000,-225.050000,1.181409,0.506032
-9.840400,-82.229000,-225.050000,1.176745,0.511303
-9.540400,-82.229000,-225.050000,1.181581,0.509804
-9.240400,-82.229000,-225.050000,1.191416,0.509782
-8.940400,-82.229000,-225.050000,1.199459,0.508862
-8.640400,-82.229000,-225.050000,1.210047,0.509275
-8.340400,-82.229000,-225.050000,1.168176,0.513852
-8.040400,-82.229000,-225.050000,1.148386,0.504654
-7.740400,-82.229000,-225.050000,1.178405,0.510321
-7.440400,-82.229000,-225.050000,1.231882,0.512848
-7.140400,-82.229000,-225.050000,1.166969,0.507791
-6.840400,-82.229000,-225.050000,1.148411,0.515053
-6.540400,-82.229000,-225.050000,1.165500,0.510884
-6.240400,-82.229000,-225.050000,1.209768,0.510800
-5.940400,-82.229000,-225.050000,1.181414,0.508209
-5.640400,-82.229000,-225.050000,1.219629,0.511216
-5.340400,-82.229000,-225.050000,1.195146,0.518819
-5.040400,-82.229000,-225.050000,1.154926,0.509910
-4.740400,-82.229000,-225.050000,1.126462,0.521287
-4.440400,-82.229000,-225.050000,1.232228,0.517643
-4.140400,-82.229000,-225.050000,1.215951,0.514510
-3.840400,-82.229000,-225.050000,1.225775,0.515067
-3.540400,-82.229000,-225.050000,1.182688,0.516290
-3.240400,-82.229000,-225.050000,1.177742,0.512108
-2.940400,-82.229000,-225.050000,1.218697,0.513495
-2.640400,-82.229000,-225.050000,1.192513,0.511173
-2.340400,-82.229000,-225.050000,1.150270,0.510282
-2.040400,-82.229000,-225.050000,1.209220,0.511635
-1.740400,-82.229000,-225.050000,1.247515,0.514053
-1.440400,-82.229000,-225.050000,1.170870,0.512907
-1.140400,-82.229000,-225.050000,1.187640,0.511753
-0.840400,-82.229000,-225.050000,1.178504,0.514464
-0.540400,-82.229000,-225.050000,1.167373,0.509251
-0.240400,-82.229000,-225.050000,1.196523,0.516692
0.059600,-82.229000,-225.050000,1.180387,0.514382
0.359600,-82.229000,-225.050000,1.157858,0.513546
0.659600,-82.229000,-225.050000,1.217605,0.515164
0.959600,-82.229000,-225.050000,1.179587,0.516507
1.259600,-82.229000,-225.050000,1.182877,0.512925
1.559600,-82.229000,-225.050000,1.226018,0.515225
1.859600,-82.229000,-225.050000,1.164097,0.515612
2.159600,-82.229000,-225.050000,1.182039,0.516069
2.459600,-82.229000,-225.050000,1.154511,0.512946
2.759600,-82.229000,-225.050000,1.170318,0.509678
3.059600,-82.229000,-225.050000,1.163980,0.515547
3.359600,-82.229000,-225.050000,1.169132,0.511926
3.659600,-82.229000,-225.050000,1.148041,0.511507
3.959600,-82.229000,-225.050000,1.187170,0.509036
4.259600,-82.229000,-225.050000,1.194788,0.511095
4.559600,-82.229000,-225.050000,1.165670,0.513080
4.859600,-82.229000,-225.050000,1.216878,0.512951
5.159600,-82.229000,-225.050000,1.164556,0.507975
5.459600,-82.229000,-225.050000,1.169436,0.510027
5.759600,-82.229000,-225.050000,1.183489,0.516312
6.059600,-82.229000,-225.050000,1.190848,0.513193
6.359600,-82.229000,-225.050000,1.183457,0.511401
6.659600,-82.229000,-225.050000,1.172578,0.509819
6.959600,-82.229000,-225.050000,1.174365,0.507663
7.259600,-82.229000,-225.050000,1.204877,0.518846
7.559600,-82.229000,-225.050000,1.187765,0.509115
7.859600,-82.229000,-225.050000,1.158893,0.507812
8.159600,-82.229000,-225.050000,1.214917,0.508124
8.459600,-82.229000,-225.050000,1.211850,0.507920
8.759600,-82.229000,-225.050000,1.172095,0.513517
9.059600,-82.229000,-225.050000,1.199246,0.504056
9.359600,-82.229000,-225.050000,1.242044,0.513645
9.659600,-82.229000,-225.050000,1.166976,0.512902
9.959600,-82.229000,-225.050000,1.185252,0.500338
10.259600,-82.229000,-225.050000,1.177730,0.506071
10.559600,-82.229000,-225.050000,1.172036,0.506027
-11.640400,-82.529000,-224.750000,1.120844,0.506331
-11.340400,-82.529000,-224.750000,1.201513,0.509981
-11.040400,-82.529000,-224.750000,1.227325,0.509152
-10.740400,-82.529000,-224.750000,1.173640,0.514715
-10.440400,-82.529000,-224.750000,1.175500,0.506600
-10.140400,-82.529000,-224.750000,1.294683,0.516989
-9.840400,-82.529000,-224.750000,1.217583,0.512760
-9.540400,-82.529000,-224.750000,1.236128,0.513468
-9.240400,-82.529000,-224.750000,1.193644,0.514545
-8.940400,-82.529000,-224.750000,1.227533,0.518996
-8.640400,-82.529000,-224.750000,1.209998,0.514574
-8.340400,-82.529000,-224.750000,1.199414,0.517535
-8.040400,-82.529000,-224.750000,1.181487,0.515377
-7.740400,-82.529000,-224.750000,1.212700,0.513370
-7.440400,-82.529000,-224.750000,1.204829,0.510303
-7.140400,-82.529000,-224.750000,1.179855,0.510150
-6.840400,-82.529000,-224.750000,1.151702,0.510205
-6.540400,-82.529000,-224.750000,1.225037,0.516352
-6.240400,-82.529000,-224.750000,1.217279,0.516806
-5.940400,-82.529000,-224.750000,1.151654,0.512952
-5.640400,-82.529000,-224.750000,1.173252,0.514497
-5.340400,-82.529000,-224.750000,1.165252,0.512971
-5.040400,-82.529000,-224.750000,1.224000,0.513889
-4.740400,-82.529000,-224.750000,1.183185,0.511949
-4.440400,-82.529000,-224.750000,1.160822,0.510778
-4.140400,-82.529000,-224.750000,1.228695,0.518726
-3.840400,-82.529000,-224.750000,1.173558,0.509108
-3.540400,-82.529000,-224.750000,1.197658,0.514780
-3.240400,-82.529000,-224.750000,1.198845,0.508183
-2.940400,-82.529000,-224.750000,1.209541,0.518380
-2.640400,-82.529000,-224.750000,1.228589,0.519279
-2.340400,-82.529000,-224.750000,1.147349,0.518023
-2.040400,-82.529000,-224.750000,1.198312,0.519861
-1.740400,-82.529000,-224.750000,1.213326,0.513042
-1.440400,-82.529000,-224.750000,1.170503,0.516283
-1.140400,-82.529000,-224.750000,1.190040,0.516596
-0.840400,-82.529000,-224.750000,1.168387,0.517961
-0.540400,-82.529000,-224.750000,1.195996,0.514670
-0.240400,-82.529000,-224.750000,1.239548,0.518865
0.059600,-82.529000,-224.750000,1.179386,0.514060
0.359600,-82.529000,-224.750000,1.203106,0.514116
0.659600,-82.529000,-224.750000,1.203592,0.513244
0.959600,-82.529000,-224.750000,1.179508,0.513288
1.259600,-82.529000,-224.750000,1.202564,0.519383
1.559600,-82.529000,-224.750000,1.220196,0.518405
1.859600,-82.529000,-224.750000,1.224593,0.507792
2.159600,-82.529000,-224.750000,1.230058,0.510726
2.459600,-82.529000,-224.750000,1.191986,0.517839
2.759600,-82.529000,-224.750000,1.220437,0.517036
3.059600,-82.529000,-224.750000,1.235110,0.514264
3.359600,-82.529000,-224.750000,1.172808,0.513326
3.659600,-82.529000,-224.750000,1.195181,0.516089
3.959600,-82.529000,-224.750000,1.201811,0.514015
4.259600,-82.529000,-224.750000,1.169649,0.511654
4.559600,-82.529000,-224.750000,1.204818,0.515797
4.859600,-82.529000,-224.750000,1.229634,0.512111
5.159600,-82.529000,-224.750000,1.188870,0.517504
5.459600,-82.529000,-224.750000,1.224010,0.513839
5.759600,-82.529000,-224.750000,1.214458,0.514488
6.059600,-82.529000,-224.750000,1.178335,0.510804
6.359600,-82.529000,-224.750000,1.179409,0.508749
6.659600,-82.529000,-224.750000,1.179334,0.509532
6.959600,-82.529000,-224.750000,1.230506,0.520334
7.259600,-82.529000,-224.750000,1.182714,0.508657
7.559600,-82.529000,-224.750000,1.189457,0.514684
7.859600,-82.529000,-224.750000,1.188177,0.510661
8.159600,-82.529000,-224.750000,1.147455,0.517793
8.459600,-82.529000,-224.750000,1.163363,0.510074
8.759600,-82.529000,-224.750000,1.194847,0.510504
9.059600,-82.529000,-224.750000,1.211422,0.509181
9.359600,-82.529000,-224.750000,1.197384,0.507985
9.659600,-82.529000,-224.750000,1.182034,0.511255
9.959600,-82.529000,-224.750000,1.229102,0.508818
10.259600,-82.529000,-224.750000,1.212952,0.503104
10.559600,-82.529000,-224.750000,1.200541,0.503449
-11.640400,-82.229000,-224.750000,1.139352,0.505436
-11.340400,-82.229000,-224.750000,1.144348,0.506640
-11.040400,-82.229000,-224.750000,1.143138,0.503637
-10.740400,-82.229000,-224.750000,1.143567,0.510420
-10.440400,-82.229000,-224.750000,1.192391,0.505801
-10.140400,-82.229000,-224.750000,1.132485,0.511039
-9.840400,-82.229000,-224.750000,1.166836,0.507862
-9.540400,-82.229000,-224.750000,1.171258,0.510233
-9.240400,-82.229000,-224.750000,1.218959,0.512471
-8.940400,-82.229000,-224.750000,1.149158,0.514599
-8.640400,-82.229000,-224.750000,1.187224,0.511742
-8.340400,-82.229000,-224.750000,1.158573,0.513669
-8.040400,-82.229000,-224.750000,1.156862,0.513395
-7.740400,-82.229000,-224.750000,1.161032,0.509382
-7.440400,-82.229000,-224.750000,1.203637,0.509203
-7.140400,-82.229000,-224.750000,1.213170,0.507221
-6.840400,-82.229000,-224.750000,1.162208,0.508621
-6.540400,-82.229000,-224.750000,1.133138,0.508771
-6.240400,-82.229000,-224.750000,1.180530,0.515932
-5.940400,-82.229000,-224.750000,1.192006,0.514750
-5.640400,-82.229000,-224.750000,1.217235,0.513604
-5.340400,-82.229000,-224.750000,1.157119,0.513999
-5.040400,-82.229000,-224.750000,1.195330,0.509609
-4.740400,-82.229000,-224.750000,1.168945,0.511678
-4.440400,-82.229000,-224.750000,1.177121,0.509538
-4.140400,-82.229000,-224.750000,1.172976,0.515986
-3.840400,-82.229000,-224.750000,1.154539,0.505135
-3.540400,-82.229000,-224.750000,1.202414,0.516814
-3.240400,-82.229000,-224.750000,1.177359,0.509212
-2.940400,-82.229000,-224.750000,1.165671,0.516841
-2.640400,-82.229000,-224.750000,1.175000,0.517470
-2.340400,-82.229000,-224.750000,1.159036,0.515752
-2.040400,-82.229000,-224.750000,1.153034,0.515423
-1.740400,-82.229000,-224.750000,1.141183,0.509326
-1.440400,-82.229000,-224.750000,1.180937,0.513215
-1.140400,-82.229000,-224.750000,1.181781,0.516418
-0.840400,-82.229000,-224.750000,1.212379,0.517437
-0.540400,-82.229000,-224.750000,1.185839,0.514636
-0.240400,-82.229000,-224.750000,1.155694,0.518094
0.059600,-82.229000,-224.750000,1.157573,0.511190
0.359600,-82.229000,-224.750000,1.136172,0.509819
0.659600,-82.229000,-224.750000,1.162534,0.510862
0.959600,-82.229000,-224.750000,1.182777,0.512886
1.259600,-82.229000,-224.750000,1.184790,0.516688
1.559600,-82.229000,-224.750000,1.175119,0.513553
1.859600,-82.229000,-224.750000,1.155132,0.504644
2.159600,-82.229000,-224.750000,1.233312,0.509578
2.459600,-82.229000,-224.750000,1.190970,0.516189
2.759600,-82.229000,-224.750000,1.182962,0.512657
3.059600,-82.229000,-224.750000,1.177990,0.510112
3.359600,-82.229000,-224.750000,1.166076,0.514054
3.659600,-82.229000,-224.750000,1.197858,0.511944
3.959600,-82.229000,-224.750000,1.184791,0.513207
4.259600,-82.229000,-224.750000,1.217141,0.509903
4.559600,-82.229000,-224.750000,1.232011,0.512751
4.859600,-82.229000,-224.750000,1.177508,0.511635
5.159600,-82.229000,-224.750000,1.176989,0.516395
5.459600,-82.229000,-224.750000,1.228940,0.512788
5.759600,-82.229000,-224.750000,1.186550,0.515912
6.059600,-82.229000,-224.750000,1.172285,0.508938
6.359600,-82.229000,-224.750000,1.204905,0.508922
6.659600,-82.229000,-224.750000,1.201075,0.512080
6.959600,-82.229000,-224.750000,1.197259,0.518917
7.259600,-82.229000,-224.750000,1.204611,0.510471
7.559600,-82.229000,-224.750000,1.179534,0.513043
7.859600,-82.229000,-224.750000,1.172433,0.507873
8.159600,-82.229000,-224.750000,1.171658,0.516113
8.459600,-82.229000,-224.750000,1.208306,0.507946
8.759600,-82.229000,-224.750000,1.170300,0.508673
9.059600,-82.229000,-224.750000,1.170901,0.504026
9.359600,-82.229000,-224.750000,1.180809,0.510186
9.659600,-82.229000,-224.750000,1.150981,0.509756
9.959600,-82.229000,-224.750000,1.203710,0.504735
10.259600,-82.229000,-224.750000,1.194155,0.502399
10.559600,-82.229000,-224.750000,1.181678,0.501606
-11.640400,-82.529000,-224.450000,1.200463,0.513344
-11.340400,-82.529000,-224.450000,1.197465,0.510659
-11.040400,-82.529000,-224.450000,1.197073,0.517381
-10.740400,-82.529000,-224.450000,1.202955,0.512756
-10.440400,-82.529000,-224.450000,1.198699,0.511004
-10.140400,-82.529000,-224.450000,1.225976,0.512073
-9.840400,-82.529000,-224.450000,1.182572,0.512172
-9.540400,-82.529000,-224.450000,1.165173,0.509868
-9.240400,-82.529000,-224.450000,1.175657,0.514381
-8.940400,-82.529000,-224.450000,1.248217,0.512398
-8.640400,-82.529000,-224.450000,1.170938,0.515770
-8.340400,-82.529000,-224.450000,1.175241,0.513811
-8.040400,-82.529000,-224.450000,1.220542,0.517917
-7.740400,-82.529000,-224.450000,1.209055,0.515654
-7.440400,-82.529000,-224.450000,1.186525,0.516086
-7.140400,-82.529000,-224.450000,1.174230,0.510413
-6.840400,-82.529000,-224.450000,1.181974,0.510346
-6.540400,-82.529000,-224.450000,1.200290,0.511257
-6.240400,-82.529000,-224.450000,1.215723,0.516733
-5.940400,-82.529000,-224.450000,1.214336,0.513871
-5.640400,-82.529000,-224.450000,1.190801,0.513894
-5.340400,-82.529000,-224.450000,1.181034,0.517372
-5.040400,-82.529000,-224.450000,1.176649,0.515915
-4.740400,-82.529000,-224.450000,1.156544,0.516653
-4.440400,-82.529000,-224.450000,1.189981,0.509272
-4.140400,-82.529000,-224.450000,1.173830,0.511580
-3.840400,-82.529000,-224.450000,1.172810,0.510532
-3.540400,-82.529000,-224.450000,1.174304,0.515496
-3.240400,-82.529000,-224.450000,1.174047,0.518549
-2.940400,-82.529000,-224.450000,1.220660,0.517520
-2.640400,-82.529000,-224.450000,1.223003,0.518032
-2.340400,-82.529000,-224.450000,1.202106,0.508743
-2.040400,-82.529000,-224.450000,1.153394,0.514048
-1.740400,-82.529000,-224.450000,1.193281,0.518978
-1.440400,-82.529000,-224.450000,1.193966,0.511500
-1.140400,-82.529000,-224.450000,1.169046,0.519879
-0.840400,-82.529000,-224.450000,1.188576,0.514563
-0.540400,-82.529000,-224.450000,1.230075,0.517348
-0.240400,-82.529000,-224.450000,1.200218,0.516190
0.059600,-82.529000,-224.450000,1.200662,0.518508
0.359600,-82.529000,-224.450000,1.212695,0.513577
0.659600,-82.529000,-224.450000,1.190597,0.509900
0.959600,-82.529000,-224.450000,1.200993,0.512720
1.259600,-82.529000,-224.450000,1.241792,0.517771
1.559600,-82.529000,-224.450000,1.182522,0.511902
1.859600,-82.529000,-224.450000,1.188345,0.519237
2.159600,-82.529000,-224.450000,1.201103,0.513534
2.459600,-82.529000,-224.450000,1.180654,0.512016
2.759600,-82.529000,-224.450000,1.216864,0.513030
3.059600,-82.529000,-224.450000,1.213836,0.516483
3.359600,-82.529000,-224.450000,1.204866,0.510229
3.659600,-82.529000,-224.450000,1.197295,0.518233
3.959600,-82.529000,-224.450000,1.211371,0.517790
4.259600,-82.529000,-224.450000,1.165522,0.510474
4.559600,-82.529000,-224.450000,1.197159,0.518705
4.859600,-82.529000,-224.450000,1.204077,0.515281
5.159600,-82.529000,-224.450000,1.223336,0.515538
5.459600,-82.529000,-224.450000,1.197199,0.513042
5.759600,-82.529000,-224.450000,1.183027,0.512567
6.059600,-82.529000,-224.450000,1.187608,0.513374
6.359600,-82.529000,-224.450000,1.193795,0.512269
6.659600,-82.529000,-224.450000,1.232072,0.518569
6.959600,-82.529000,-224.450000,1.156264,0.513789
7.259600,-82.529000,-224.450000,1.180131,0.517912
7.559600,-82.529000,-224.450000,1.146266,0.507363
7.859600,-82.529000,-224.450000,1.180396,0.515086
8.159600,-82.529000,-224.450000,1.171913,0.510180
8.459600,-82.529000,-224.450000,1.203763,0.509801
8.759600,-82.529000,-224.450000,1.207263,0.511151
9.059600,-82.529000,-224.450000,1.160265,0.510521
9.359600,-82.529000,-224.450000,1.170981,0.512883
9.659600,-82.529000,-224.450000,1.158026,0.509908
9.959600,-82.529000,-224.450000,1.171220,0.508396
10.259600,-82.529000,-224.450000,1.157443,0.501680
10.559600,-82.529000,-224.450000,1.159602,0.505213
-11.640400,-82.229000,-224.450000,1.170257,0.509059
-11.340400,-82.229000,-224.450000,1.178826,0.507631
-11.040400,-82.229000,-224.450000,1.131259,0.512729
-10.740400,-82.229000,-224.450000,1.203387,0.510521
-10.440400,-82.229000,-224.450000,1.146748,0.510860
-10.140400,-82.229000,-224.450000,1.189976,0.510210
-9.840400,-82.229000,-224.450000,1.177842,0.510896
-9.540400,-82.229000,-224.450000,1.184893,0.510311
-9.240400,-82.229000,-224.450000,1.200290,0.511918
-8.940400,-82.229000,-224.450000,1.184880,0.508167
-8.640400,-82.229000,-224.450000,1.183029,0.511004
-8.340400,-82.229000,-224.450000,1.165798,0.510505
-8.040400,-82.229000,-224.450000,1.210989,0.513836
-7.740400,-82.229000,-224.450000,1.250547,0.514880
-7.440400,-82.229000,-224.450000,1.192912,0.516491
-7.140400,-82.229000,-224.450000,1.218849,0.512515
-6.840400,-82.229000,-224.450000,1.200942,0.511276
-6.540400,-82.229000,-224.450000,1.199130,0.506835
-6.240400,-82.229000,-224.450000,1.206089,0.512068
-5.940400,-82.229000,-224.450000,1.198052,0.512549
-5.640400,-82.229000,-224.450000,1.186862,0.513741
-5.340400,-82.229000,-224.450000,1.168384,0.514787
-5.040400,-82.229000,-224.450000,1.185313,0.512097
-4.740400,-82.229000,-224.450000,1.174854,0.516248
-4.440400,-82.229000,-224.450000,1.162449,0.507103
-4.140400,-82.229000,-224.450000,1.199907,0.511818
-3.840400,-82.229000,-224.450000,1.221728,0.508508
-3.540400,-82.229000,-224.450000,1.180991,0.513966
-3.240400,-82.229000,-224.450000,1.226777,0.514912
-2.940400,-82.229000,-224.450000,1.180190,0.512893
-2.640400,-82.229000,-224.450000,1.171143,0.512566
-2.340400,-82.229000,-224.450000,1.173252,0.507400
-2.040400,-82.229000,-224.450000,1.204196,0.512632
-1.740400,-82.229000,-224.450000,1.162607,0.517551
-1.440400,-82.229000,-224.450000,1.217740,0.510054
-1.140400,-82.229000,-224.450000,1.171799,0.517097
-0.840400,-82.229000,-224.450000,1.251547,0.513286
-0.540400,-82.229000,-224.450000,1.180208,0.510802
-0.240400,-82.229000,-224.450000,1.167300,0.512062
0.059600,-82.229000,-224.450000,1.207389,0.517323
0.359600,-82.229000,-224.450000,1.161458,0.515305
0.659600,-82.229000,-224.450000,1.160496,0.508059
0.959600,-82.229000,-224.450000,1.154832,0.510593
1.259600,-82.229000,-224.450000,1.187960,0.514610
1.559600,-82.229000,-224.450000,1.161415,0.507185
1.859600,-82.229000,-224.450000,1.209538,0.517699
2.159600,-82.229000,-224.450000,1.228413,0.514095
2.459600,-82.229000,-224.450000,1.164877,0.511216
2.759600,-82.229000,-224.450000,1.235359,0.512499
3.059600,-82.229000,-224.450000,1.180150,0.512642
3.359600,-82.229000,-224.450000,1.154667,0.506924
3.659600,-82.229000,-224.450000,1.140097,0.516319
3.959600,-82.229000,-224.450000,1.175913,0.514116
4.259600,-82.229000,-224.450000,1.198651,0.509725
4.559600,-82.229000,-224.450000,1.191945,0.518547
4.859600,-82.229000,-224.450000,1.192284,0.510317
5.159600,-82.229000,-224.450000,1.181683,0.514150
5.459600,-82.229000,-224.450000,1.204463,0.512205
5.759600,-82.229000,-224.450000,1.187259,0.512098
6.059600,-82.229000,-224.450000,1.150523,0.510519
6.359600,-82.229000,-224.450000,1.202037,0.510535
6.659600,-82.229000,-224.450000,1.206646,0.516879
6.959600,-82.229000,-224.450000,1.236311,0.512696
7.259600,-82.229000,-224.450000,1.193877,0.516884
7.559600,-82.229000,-224.450000,1.206190,0.507857
7.859600,-82.229000,-224.450000,1.139733,0.513901
8.159600,-82.229000,-224.450000,1.182549,0.510404
8.459600,-82.229000,-224.450000,1.188223,0.508164
8.759600,-82.229000,-224.450000,1.158477,0.508260
9.059600,-82.229000,-224.450000,1.204345,0.507914
9.359600,-82.229000,-224.450000,1.173068,0.511650
9.659600,-82.229000,-224.450000,1.175158,0.506648
9.959600,-82.229000,-224.450000,1.207440,0.509686
10.259600,-82.229000,-224.450000,1.149876,0.501117
10.559600,-82.229000,-224.450000,1.127663,0.502505
-11.640400,-82.529000,-224.150000,1.175371,0.509571
-11.340400,-82.529000,-224.150000,1.194640,0.510415
-11.040400,-82.529000,-224.150000,1.230995,0.508120
-10.740400,-82.529000,-224.150000,1.170614,0.506360
-10.440400,-82.529000,-224.150000,1.210662,0.509182
-10.140400,-82.529000,-224.150000,1.226476,0.512664
-9.840400,-82.529000,-224.150000,1.186947,0.512882
-9.540400,-82.529000,-224.150000,1.166702,0.510766
-9.240400,-82.529000,-224.150000,1.188219,0.516329
-8.940400,-82.529000,-224.150000,1.192356,0.511656
-8.640400,-82.529000,-224.150000,1.225064,0.510326
-8.340400,-82.529000,-224.150000,1.180323,0.515899
-8.040400,-82.529000,-224.150000,1.168051,0.515553
-7.740400,-82.529000,-224.150000,1.172523,0.521226
-7.440400,-82.529000,-224.150000,1.219476,0.509628
-7.140400,-82.529000,-224.150000,1.171924,0.510106
-6.840400,-82.529000,-224.150000,1.170800,0.510324
-6.540400,-82.529000,-224.150000,1.170009,0.514738
-6.240400,-82.529000,-224.150000,1.130073,0.512121
-5.940400,-82.529000,-224.150000,1.192541,0.512539
-5.640400,-82.529000,-224.150000,1.225071,0.514327
-5.340400,-82.529000,-224.150000,1.197256,0.517317
-5.040400,-82.529000,-224.150000,1.178553,0.511839
-4.740400,-82.529000,-224.150000,1.140853,0.515518
-4.440400,-82.529000,-224.150000,1.186954,0.513987
-4.140400,-82.529000,-224.150000,1.198934,0.512049
-3.840400,-82.529000,-224.150000,1.225454,0.511111
-3.540400,-82.529000,-224.150000,1.153389,0.505259
-3.240400,-82.529000,-224.150000,1.191995,0.512082
-2.940400,-82.529000,-224.150000,1.179163,0.514675
-2.640400,-82.529000,-224.150000,1.190964,0.506400
-2.340400,-82.529000,-224.150000,1.120261,0.513262
-2.040400,-82.529000,-224.150000,1.251576,0.517061
-1.740400,-82.529000,-224.150000,1.205431,0.515895
-1.440400,-82.529000,-224.150000,1.193004,0.513142
-1.140400,-82.529000,-224.150000,1.182050,0.513512
-0.840400,-82.529000,-224.150000,1.161851,0.514992
-0.540400,-82.529000,-224.150000,1.212737,0.522950
-0.240400,-82.529000,-224.150000,1.201738,0.518937
0.059600,-82.529000,-224.150000,1.212948,0.515967
0.359600,-82.529000,-224.150000,1.202074,0.514676
0.659600,-82.529000,-224.150000,1.183618,0.515787
0.959600,-82.529000,-224.150000,1.200876,0.513502
1.259600,-82.529000,-224.150000,1.177074,0.513670
1.559600,-82.529000,-224.150000,1.252113,0.519192
1.859600,-82.529000,-224.150000,1.191904,0.521287
2.159600,-82.529000,-224.150000,1.171713,0.516442
2.459600,-82.529000,-224.150000,1.187203,0.511397
2.759600,-82.529000,-224.150000,1.232569,0.519469
3.059600,-82.529000,-224.150000,1.174520,0.516339
3.359600,-82.529000,-224.150000,1.222341,0.521233
3.659600,-82.529000,-224.150000,1.204684,0.511603
3.959600,-82.529000,-224.150000,1.156331,0.516543
4.259600,-82.529000,-224.150000,1.190621,0.520143
4.559600,-82.529000,-224.150000,1.182663,0.516182
4.859600,-82.529000,-224.150000,1.137989,0.508480
5.159600,-82.529000,-224.150000,1.163803,0.509030
5.459600,-82.529000,-224.150000,1.242310,0.515942
5.759600,-82.529000,-224.150000,1.215861,0.518509
6.059600,-82.529000,-224.150000,1.201721,0.510712
6.359600,-82.529000,-224.150000,1.164194,0.509383
6.659600,-82.529000,-224.150000,1.221696,0.514763
6.959600,-82.529000,-224.150000,1.191244,0.517856
7.259600,-82.529000,-224.150000,1.215077,0.516747
7.559600,-82.529000,-224.150000,1.175872,0.511905
7.859600,-82.529000,-224.150000,1.178501,0.511537
8.159600,-82.529000,-224.150000,1.195990,0.512939
8.459600,-82.529000,-224.150000,1.258173,0.512872
8.759600,-82.529000,-224.150000,1.143144,0.508734
9.059600,-82.529000,-224.150000,1.200674,0.507164
9.359600,-82.529000,-224.150000,1.185696,0.508271
9.659600,-82.529000,-224.150000,1.160511,0.510508
9.959600,-82.529000,-224.150000,1.150130,0.509483
10.259600,-82.529000,-224.150000,1.204716,0.509344
10.559600,-82.529000,-224.150000,1.184485,0.510207
-11.640400,-82.229000,-224.150000,1.180798,0.504892
-11.340400,-82.229000,-224.150000,1.166631,0.510490
-11.040400,-82.229000,-224.150000,1.186222,0.504210
-10.740400,-82.229000,-224.150000,1.222159,0.507099
-10.440400,-82.229000,-224.150000,1.124984,0.508061
-10.140400,-82.229000,-224.150000,1.216897,0.509826
-9.840400,-82.229000,-224.150000,1.206282,0.510933
-9.540400,-82.229000,-224.150000,1.182684,0.508220
-9.240400,-82.229000,-224.150000,1.127907,0.512257
-8.940400,-82.229000,-224.150000,1.230311,0.509338
-8.640400,-82.229000,-224.150000,1.177620,0.508374
-8.340400,-82.229000,-224.150000,1.184471,0.517975
-8.040400,-82.229000,-224.150000,1.199565,0.514482
-7.740400,-82.229000,-224.150000,1.185790,0.517112
-7.440400,-82.229000,-224.150000,1.238670,0.511106
-7.140400,-82.229000,-224.150000,1.208355,0.510555
-6.840400,-82.229000,-224.150000,1.187313,0.509237
-6.540400,-82.229000,-224.150000,1.166161,0.514766
-6.240400,-82.229000,-224.150000,1.206053,0.512305
-5.940400,-82.229000,-224.150000,1.134107,0.508567
-5.640400,-82.229000,-224.150000,1.154891,0.515986
-5.340400,-82.229000,-224.150000,1.200733,0.515232
-5.040400,-82.229000,-224.150000,1.234455,0.511782
-4.740400,-82.229000,-224.150000,1.158921,0.512119
-4.440400,-82.229000,-224.150000,1.175750,0.511663
-4.140400,-82.229000,-224.150000,1.189917,0.513600
-3.840400,-82.229000,-224.150000,1.169737,0.507466
-3.540400,-82.229000,-224.150000,1.205242,0.505070
-3.240400,-82.229000,-224.150000,1.189410,0.509769
-2.940400,-82.229000,-224.150000,1.244130,0.516257
-2.640400,-82.229000,-224.150000,1.217393,0.505692
-2.340400,-82.229000,-224.150000,1.181223,0.510865
-2.040400,-82.229000,-224.150000,1.189480,0.509956
-1.740400,-82.229000,-224.150000,1.196749,0.514023
