x_mm,y_mm,z_mm,LET_keV_per_um,Dose_GyRBE
-5.340400,-82.229000,-229.550000,1.149808,0.512397
-5.040400,-82.229000,-229.550000,1.174749,0.516216
-4.740400,-82.229000,-229.550000,1.197636,0.511013
-4.440400,-82.229000,-229.550000,1.200087,0.516969
-4.140400,-82.229000,-229.550000,1.228562,0.514424
-3.840400,-82.229000,-229.550000,1.213994,0.515440
-3.540400,-82.229000,-229.550000,1.156336,0.510869
-3.240400,-82.229000,-229.550000,1.187500,0.511252
-2.940400,-82.229000,-229.550000,1.176021,0.507684
-2.640400,-82.229000,-229.550000,1.185595,0.510351
-2.340400,-82.229000,-229.550000,1.170246,0.511943
-2.040400,-82.229000,-229.550000,1.200791,0.514180
-1.740400,-82.229000,-229.550000,1.213828,0.505820
-1.440400,-82.229000,-229.550000,1.173204,0.511134
-1.140400,-82.229000,-229.550000,1.183891,0.512452
-0.840400,-82.229000,-229.550000,1.144627,0.512514
-0.540400,-82.229000,-229.550000,1.205616,0.513847
-0.240400,-82.229000,-229.550000,1.213634,0.515848
0.059600,-82.229000,-229.550000,1.179074,0.514321
0.359600,-82.229000,-229.550000,1.189169,0.512744
0.659600,-82.229000,-229.550000,1.178254,0.515789
0.959600,-82.229000,-229.550000,1.167380,0.508877
1.259600,-82.229000,-229.550000,1.208276,0.512974
1.559600,-82.229000,-229.550000,1.172190,0.513627
1.859600,-82.229000,-229.550000,1.197255,0.514826
2.159600,-82.229000,-229.550000,1.201729,0.512774
2.459600,-82.229000,-229.550000,1.162175,0.508787
2.759600,-82.229000,-229.550000,1.222481,0.507292
3.059600,-82.229000,-229.550000,1.154142,0.506073
3.359600,-82.229000,-229.550000,1.156338,0.514214
3.659600,-82.229000,-229.550000,1.175634,0.512697
3.959600,-82.229000,-229.550000,1.137857,0.513833
4.259600,-82.229000,-229.550000,1.175331,0.510277
4.559600,-82.229000,-229.550000,1.159756,0.511708
4.859600,-82.229000,-229.550000,1.226768,0.511099
5.159600,-82.229000,-229.550000,1.183433,0.508685
5.459600,-82.229000,-229.550000,1.168494,0.510284
5.759600,-82.229000,-229.550000,1.208959,0.515088
6.059600,-82.229000,-229.550000,1.196599,0.508981
6.359600,-82.229000,-229.550000,1.275323,0.509046
6.659600,-82.229000,-229.550000,1.173491,0.510006
-11.640400,-82.529000,-229.250000,1.152512,0.505641
-11.340400,-82.529000,-229.250000,1.236999,0.509617
-11.040400,-82.529000,-229.250000,1.171647,0.506438
-10.740400,-82.529000,-229.250000,1.221352,0.514340
-10.440400,-82.529000,-229.250000,1.206525,0.512591
-10.140400,-82.529000,-229.250000,1.185107,0.511306
-9.840400,-82.529000,-229.250000,1.193685,0.512614
-9.540400,-82.529000,-229.250000,1.188202,0.510025
-9.240400,-82.529000,-229.250000,1.213043,0.508679
-8.940400,-82.529000,-229.250000,1.192315,0.512857
-8.640400,-82.529000,-229.250000,1.164828,0.514686
-8.340400,-82.529000,-229.250000,1.243025,0.515778
-8.040400,-82.529000,-229.250000,1.192278,0.512700
-7.740400,-82.529000,-229.250000,1.210899,0.510412
-7.440400,-82.529000,-229.250000,1.222255,0.515862
-7.140400,-82.529000,-229.250000,1.179140,0.510517
-6.840400,-82.529000,-229.250000,1.188507,0.515679
-6.540400,-82.529000,-229.250000,1.227748,0.514886
-6.240400,-82.529000,-229.250000,1.182009,0.514426
-5.940400,-82.529000,-229.250000,1.187539,0.514907
-5.640400,-82.529000,-229.250000,1.200001,0.513759
-5.340400,-82.529000,-229.250000,1.257001,0.513452
-5.040400,-82.529000,-229.250000,1.172522,0.515288
-4.740400,-82.529000,-229.250000,1.235607,0.517520
-4.440400,-82.529000,-229.250000,1.209358,0.509943
-4.140400,-82.529000,-229.250000,1.238808,0.516069
-3.840400,-82.529000,-229.250000,1.185599,0.517221
-3.540400,-82.529000,-229.250000,1.182038,0.520702
-3.240400,-82.529000,-229.250000,1.231019,0.514030
-2.940400,-82.529000,-229.250000,1.195140,0.508727
-2.640400,-82.529000,-229.250000,1.195756,0.517533
-2.340400,-82.529000,-229.250000,1.180110,0.514684
-2.040400,-82.529000,-229.250000,1.226206,0.511579
-1.740400,-82.529000,-229.250000,1.187610,0.515252
-1.440400,-82.529000,-229.250000,1.205850,0.514780
-1.140400,-82.529000,-229.250000,1.160034,0.512167
-0.840400,-82.529000,-229.250000,1.183021,0.513615
-0.540400,-82.529000,-229.250000,1.168788,0.512157
-0.240400,-82.529000,-229.250000,1.209126,0.509349
0.059600,-82.529000,-229.250000,1.212657,0.514870
0.359600,-82.529000,-229.250000,1.214937,0.511408
0.659600,-82.529000,-229.250000,1.162154,0.513105
0.959600,-82.529000,-229.250000,1.173495,0.513229
1.259600,-82.529000,-229.250000,1.186619,0.510177
1.559600,-82.529000,-229.250000,1.221150,0.512869
1.859600,-82.529000,-229.250000,1.218034,0.509990
2.159600,-82.529000,-229.250000,1.167236,0.515856
2.459600,-82.529000,-229.250000,1.195516,0.510826
2.759600,-82.529000,-229.250000,1.198066,0.512403
3.059600,-82.529000,-229.250000,1.152788,0.518143
3.359600,-82.529000,-229.250000,1.190457,0.519828
3.659600,-82.529000,-229.250000,1.204007,0.513753
3.959600,-82.529000,-229.250000,1.227501,0.521388
4.259600,-82.529000,-229.250000,1.171276,0.512314
4.559600,-82.529000,-229.250000,1.206414,0.516972
4.859600,-82.529000,-229.250000,1.189858,0.515455
5.159600,-82.529000,-229.250000,1.209707,0.514707
5.459600,-82.529000,-229.250000,1.148707,0.508192
5.759600,-82.529000,-229.250000,1.198957,0.504210
6.059600,-82.529000,-229.250000,1.193133,0.505976
6.359600,-82.529000,-229.250000,1.172146,0.515356
6.659600,-82.529000,-229.250000,1.169855,0.510380
-11.640400,-82.229000,-229.250000,1.148631,0.506696
-11.340400,-82.229000,-229.250000,1.179410,0.505491
-11.040400,-82.229000,-229.250000,1.222079,0.503574
-10.740400,-82.229000,-229.250000,1.185393,0.511472
-10.440400,-82.229000,-229.250000,1.176533,0.510111
-10.140400,-82.229000,-229.250000,1.159207,0.504341
-9.840400,-82.229000,-229.250000,1.188037,0.513928
-9.540400,-82.229000,-229.250000,1.159180,0.506222
-9.240400,-82.229000,-229.250000,1.215116,0.507433
-8.940400,-82.229000,-229.250000,1.194235,0.511153
-8.640400,-82.229000,-229.250000,1.213662,0.514072
-8.340400,-82.229000,-229.250000,1.161528,0.515272
-8.040400,-82.229000,-229.250000,1.193713,0.509694
-7.740400,-82.229000,-229.250000,1.190604,0.510242
-7.440400,-82.229000,-229.250000,1.172281,0.510983
-7.140400,-82.229000,-229.250000,1.217540,0.506185
-6.840400,-82.229000,-229.250000,1.172357,0.512173
-6.540400,-82.229000,-229.250000,1.249437,0.516291
-6.240400,-82.229000,-229.250000,1.213895,0.511802
-5.940400,-82.229000,-229.250000,1.159165,0.512261
-5.640400,-82.229000,-229.250000,1.171221,0.512247
-5.340400,-82.229000,-229.250000,1.155897,0.509004
-5.040400,-82.229000,-229.250000,1.186034,0.514893
-4.740400,-82.229000,-229.250000,1.150381,0.513110
-4.440400,-82.229000,-229.250000,1.177560,0.509434
-4.140400,-82.229000,-229.250000,1.221965,0.512199
-3.840400,-82.229000,-229.250000,1.232999,0.519421
-3.540400,-82.229000,-229.250000,1.154968,0.517957
-3.240400,-82.229000,-229.250000,1.196866,0.511468
-2.940400,-82.229000,-229.250000,1.262642,0.510585
-2.640400,-82.229000,-229.250000,1.221997,0.515081
-2.340400,-82.229000,-229.250000,1.198713,0.513684
-2.040400,-82.229000,-229.250000,1.219937,0.509819
-1.740400,-82.229000,-229.250000,1.165985,0.513487
-1.440400,-82.229000,-229.250000,1.185757,0.511790
-1.140400,-82.229000,-229.250000,1.206119,0.513341
-0.840400,-82.229000,-229.250000,1.207723,0.512452
-0.540400,-82.229000,-229.250000,1.177061,0.512271
-0.240400,-82.229000,-229.250000,1.182524,0.508471
0.059600,-82.229000,-229.250000,1.186611,0.512147
0.359600,-82.229000,-229.250000,1.206240,0.509297
0.659600,-82.229000,-229.250000,1.154178,0.509466
0.959600,-82.229000,-229.250000,1.156316,0.509683
1.259600,-82.229000,-229.250000,1.168056,0.507120
1.559600,-82.229000,-229.250000,1.187469,0.511401
1.859600,-82.229000,-229.250000,1.199384,0.508851
2.159600,-82.229000,-229.250000,1.203667,0.514720
2.459600,-82.229000,-229.250000,1.170124,0.509735
2.759600,-82.229000,-229.250000,1.199108,0.511206
3.059600,-82.229000,-229.250000,1.151620,0.514853
3.359600,-82.229000,-229.250000,1.187489,0.516506
3.659600,-82.229000,-229.250000,1.190207,0.516690
3.959600,-82.229000,-229.250000,1.199653,0.518687
4.259600,-82.229000,-229.250000,1.152934,0.509381
4.559600,-82.229000,-229.250000,1.169999,0.513727
4.859600,-82.229000,-229.250000,1.172918,0.513358
5.159600,-82.229000,-229.250000,1.212050,0.512556
5.459600,-82.229000,-229.250000,1.158635,0.506574
5.759600,-82.229000,-229.250000,1.234549,0.504420
6.059600,-82.229000,-229.250000,1.164749,0.504059
6.359600,-82.229000,-229.250000,1.164196,0.512723
6.659600,-82.229000,-229.250000,1.201847,0.511764
6.959600,-82.229000,-229.250000,1.200745,0.510333
-11.640400,-82.529000,-228.950000,1.195087,0.511585
-11.340400,-82.529000,-228.950000,1.158682,0.511072
-11.040400,-82.529000,-228.950000,1.120721,0.507074
-10.740400,-82.529000,-228.950000,1.149878,0.509155
-10.440400,-82.529000,-228.950000,1.168442,0.506204
-10.140400,-82.529000,-228.950000,1.149239,0.510550
-9.840400,-82.529000,-228.950000,1.222060,0.511177
-9.540400,-82.529000,-228.950000,1.173383,0.511197
-9.240400,-82.529000,-228.950000,1.234251,0.516011
-8.940400,-82.529000,-228.950000,1.154305,0.510218
-8.640400,-82.529000,-228.950000,1.208119,0.513932
-8.340400,-82.529000,-228.950000,1.181702,0.510855
-8.040400,-82.529000,-228.950000,1.173669,0.514290
-7.740400,-82.529000,-228.950000,1.152715,0.517141
-7.440400,-82.529000,-228.950000,1.169497,0.513012
-7.140400,-82.529000,-228.950000,1.209366,0.515379
-6.840400,-82.529000,-228.950000,1.155152,0.514419
-6.540400,-82.529000,-228.950000,1.169688,0.513802
-6.240400,-82.529000,-228.950000,1.167473,0.513704
-5.940400,-82.529000,-228.950000,1.201928,0.512653
-5.640400,-82.529000,-228.950000,1.198658,0.517701
-5.340400,-82.529000,-228.950000,1.193812,0.516919
-5.040400,-82.529000,-228.950000,1.204063,0.516746
-4.740400,-82.529000,-228.950000,1.208058,0.516879
-4.440400,-82.529000,-228.950000,1.215148,0.516718
-4.140400,-82.529000,-228.950000,1.190565,0.513153
-3.840400,-82.529000,-228.950000,1.180733,0.516203
-3.540400,-82.529000,-228.950000,1.151909,0.511040
-3.240400,-82.529000,-228.950000,1.213980,0.512486
-2.940400,-82.529000,-228.950000,1.176687,0.517476
-2.640400,-82.529000,-228.950000,1.162755,0.513630
-2.340400,-82.529000,-228.950000,1.184239,0.515307
-2.040400,-82.529000,-228.950000,1.192719,0.510720
-1.740400,-82.529000,-228.950000,1.179805,0.510218
-1.440400,-82.529000,-228.950000,1.176148,0.509335
-1.140400,-82.529000,-228.950000,1.120122,0.508147
-0.840400,-82.529000,-228.950000,1.209604,0.510542
-0.540400,-82.529000,-228.950000,1.168914,0.513350
-0.240400,-82.529000,-228.950000,1.203006,0.508994
0.059600,-82.529000,-228.950000,1.199276,0.517494
0.359600,-82.529000,-228.950000,1.192435,0.511918
0.659600,-82.529000,-228.950000,1.197472,0.518129
0.959600,-82.529000,-228.950000,1.177357,0.517830
1.259600,-82.529000,-228.950000,1.216150,0.510440
1.559600,-82.529000,-228.950000,1.172310,0.515760
1.859600,-82.529000,-228.950000,1.172604,0.514596
2.159600,-82.529000,-228.950000,1.184708,0.510358
2.459600,-82.529000,-228.950000,1.191872,0.509127
2.759600,-82.529000,-228.950000,1.206935,0.517152
3.059600,-82.529000,-228.950000,1.236112,0.517160
3.359600,-82.529000,-228.950000,1.188753,0.519303
3.659600,-82.529000,-228.950000,1.181485,0.517402
3.959600,-82.529000,-228.950000,1.222655,0.514887
4.259600,-82.529000,-228.950000,1.162776,0.515169
4.559600,-82.529000,-228.950000,1.181073,0.508624
4.859600,-82.529000,-228.950000,1.177489,0.514364
5.159600,-82.529000,-228.950000,1.156457,0.512240
5.459600,-82.529000,-228.950000,1.204040,0.511980
5.759600,-82.529000,-228.950000,1.239282,0.515206
6.059600,-82.529000,-228.950000,1.173889,0.507878
6.359600,-82.529000,-228.950000,1.189700,0.512612
6.659600,-82.529000,-228.950000,1.172911,0.519383
6.959600,-82.529000,-228.950000,1.202809,0.513511
7.259600,-82.529000,-228.950000,1.186608,0.512698
-11.640400,-82.229000,-228.950000,1.209683,0.508719
-11.340400,-82.229000,-228.950000,1.155560,0.511579
-11.040400,-82.229000,-228.950000,1.181478,0.507535
-10.740400,-82.229000,-228.950000,1.163561,0.505940
-10.440400,-82.229000,-228.950000,1.180560,0.503791
-10.140400,-82.229000,-228.950000,1.171685,0.507900
-9.840400,-82.229000,-228.950000,1.167326,0.511524
-9.540400,-82.229000,-228.950000,1.193662,0.511775
-9.240400,-82.229000,-228.950000,1.187258,0.511018
-8.940400,-82.229000,-228.950000,1.193987,0.509727
-8.640400,-82.229000,-228.950000,1.176950,0.512645
-8.340400,-82.229000,-228.950000,1.184157,0.509772
-8.040400,-82.229000,-228.950000,1.177449,0.511275
-7.740400,-82.229000,-228.950000,1.202467,0.512829
-7.440400,-82.229000,-228.950000,1.186995,0.515163
-7.140400,-82.229000,-228.950000,1.146116,0.510346
-6.840400,-82.229000,-228.950000,1.141112,0.513858
-6.540400,-82.229000,-228.950000,1.214933,0.514443
-6.240400,-82.229000,-228.950000,1.184461,0.513295
-5.940400,-82.229000,-228.950000,1.209227,0.511714
-5.640400,-82.229000,-228.950000,1.203532,0.514007
-5.340400,-82.229000,-228.950000,1.197742,0.514317
-5.040400,-82.229000,-228.950000,1.190039,0.513629
-4.740400,-82.229000,-228.950000,1.135169,0.510064
-4.440400,-82.229000,-228.950000,1.171484,0.513141
-4.140400,-82.229000,-228.950000,1.169507,0.509471
-3.840400,-82.229000,-228.950000,1.125930,0.518611
-3.540400,-82.229000,-228.950000,1.189188,0.510419
-3.240400,-82.229000,-228.950000,1.165648,0.506471
-2.940400,-82.229000,-228.950000,1.205979,0.514514
-2.640400,-82.229000,-228.950000,1.187805,0.511238
-2.340400,-82.229000,-228.950000,1.161669,0.515832
-2.040400,-82.229000,-228.950000,1.195656,0.511948
-1.740400,-82.229000,-228.950000,1.220647,0.511315
-1.440400,-82.229000,-228.950000,1.174822,0.509623
-1.140400,-82.229000,-228.950000,1.199376,0.509575
-0.840400,-82.229000,-228.950000,1.158875,0.508634
-0.540400,-82.229000,-228.950000,1.255293,0.514177
-0.240400,-82.229000,-228.950000,1.166372,0.509203
0.059600,-82.229000,-228.950000,1.192554,0.516382
0.359600,-82.229000,-228.950000,1.212918,0.509631
0.659600,-82.229000,-228.950000,1.195299,0.515904
0.959600,-82.229000,-228.950000,1.163183,0.516389
1.259600,-82.229000,-228.950000,1.199010,0.507431
1.559600,-82.229000,-228.950000,1.194058,0.511683
1.859600,-82.229000,-228.950000,1.210859,0.510944
2.159600,-82.229000,-228.950000,1.217337,0.509095
2.459600,-82.229000,-228.950000,1.235362,0.512554
2.759600,-82.229000,-228.950000,1.179957,0.511591
3.059600,-82.229000,-228.950000,1.175719,0.508730
3.359600,-82.229000,-228.950000,1.240396,0.518762
3.659600,-82.229000,-228.950000,1.190396,0.517121
3.959600,-82.229000,-228.950000,1.206409,0.511328
4.259600,-82.229000,-228.950000,1.196971,0.514327
4.559600,-82.229000,-228.950000,1.161459,0.509609
4.859600,-82.229000,-228.950000,1.213539,0.511940
5.159600,-82.229000,-228.950000,1.160082,0.509062
5.459600,-82.229000,-228.950000,1.174222,0.508955
5.759600,-82.229000,-228.950000,1.174895,0.513602
6.059600,-82.229000,-228.950000,1.170575,0.509554
6.359600,-82.229000,-228.950000,1.195059,0.510921
6.659600,-82.229000,-228.950000,1.156247,0.515430
6.959600,-82.229000,-228.950000,1.151152,0.511343
7.259600,-82.229000,-228.950000,1.142792,0.508042
7.559600,-82.229000,-228.950000,1.168804,0.512113
-11.640400,-82.529000,-228.650000,1.171958,0.504915
-11.340400,-82.529000,-228.650000,1.229151,0.507935
-11.040400,-82.529000,-228.650000,1.157470,0.514433
-10.740400,-82.529000,-228.650000,1.170196,0.516443
-10.440400,-82.529000,-228.650000,1.185809,0.515234
-10.140400,-82.529000,-228.650000,1.199936,0.514007
-9.840400,-82.529000,-228.650000,1.200643,0.519138
-9.540400,-82.529000,-228.650000,1.208242,0.512508
-9.240400,-82.529000,-228.650000,1.176433,0.511338
-8.940400,-82.529000,-228.650000,1.173154,0.514911
-8.640400,-82.529000,-228.650000,1.164655,0.513442
-8.340400,-82.529000,-228.650000,1.182989,0.513803
-8.040400,-82.529000,-228.650000,1.227874,0.510198
-7.740400,-82.529000,-228.650000,1.191091,0.516316
-7.440400,-82.529000,-228.650000,1.171878,0.513947
-7.140400,-82.529000,-228.650000,1.186660,0.509581
-6.840400,-82.529000,-228.650000,1.198729,0.514684
-6.540400,-82.529000,-228.650000,1.218277,0.514620
-6.240400,-82.529000,-228.650000,1.212378,0.510904
-5.940400,-82.529000,-228.650000,1.185129,0.516534
-5.640400,-82.529000,-228.650000,1.191123,0.509516
-5.340400,-82.529000,-228.650000,1.165561,0.511325
-5.040400,-82.529000,-228.650000,1.175837,0.514117
-4.740400,-82.529000,-228.650000,1.180812,0.511494
-4.440400,-82.529000,-228.650000,1.198768,0.511025
-4.140400,-82.529000,-228.650000,1.170959,0.513488
-3.840400,-82.529000,-228.650000,1.190760,0.515711
-3.540400,-82.529000,-228.650000,1.130131,0.515973
-3.240400,-82.529000,-228.650000,1.182605,0.516540
-2.940400,-82.529000,-228.650000,1.240589,0.518575
-2.640400,-82.529000,-228.650000,1.176433,0.517518
-2.340400,-82.529000,-228.650000,1.208360,0.519122
-2.040400,-82.529000,-228.650000,1.219233,0.514076
-1.740400,-82.529000,-228.650000,1.174113,0.511085
-1.440400,-82.529000,-228.650000,1.197627,0.515728
-1.140400,-82.529000,-228.650000,1.168339,0.512786
-0.840400,-82.529000,-228.650000,1.165189,0.515618
-0.540400,-82.529000,-228.650000,1.170925,0.508840
-0.240400,-82.529000,-228.650000,1.190178,0.510298
0.059600,-82.529000,-228.650000,1.187843,0.514224
0.359600,-82.529000,-228.650000,1.181115,0.515354
0.659600,-82.529000,-228.650000,1.256120,0.514212
0.959600,-82.529000,-228.650000,1.180877,0.514623
1.259600,-82.529000,-228.650000,1.188522,0.516168
1.559600,-82.529000,-228.650000,1.192500,0.511367
1.859600,-82.529000,-228.650000,1.183288,0.505023
2.159600,-82.529000,-228.650000,1.215924,0.511928
2.459600,-82.529000,-228.650000,1.226262,0.512643
2.759600,-82.529000,-228.650000,1.194718,0.516337
3.059600,-82.529000,-228.650000,1.206236,0.511092
3.359600,-82.529000,-228.650000,1.167755,0.510875
3.659600,-82.529000,-228.650000,1.203469,0.515063
3.959600,-82.529000,-228.650000,1.178578,0.515554
4.259600,-82.529000,-228.650000,1.186055,0.514976
4.559600,-82.529000,-228.650000,1.237934,0.513660
4.859600,-82.529000,-228.650000,1.217478,0.514453
5.159600,-82.529000,-228.650000,1.220565,0.517400
5.459600,-82.529000,-228.650000,1.165997,0.514877
5.759600,-82.529000,-228.650000,1.217893,0.508871
6.059600,-82.529000,-228.650000,1.223973,0.511394
6.359600,-82.529000,-228.650000,1.177708,0.512845
6.659600,-82.529000,-228.650000,1.154925,0.516667
6.959600,-82.529000,-228.650000,1.170686,0.512091
7.259600,-82.529000,-228.650000,1.201148,0.516344
7.559600,-82.529000,-228.650000,1.183389,0.514483
7.859600,-82.529000,-228.650000,1.182084,0.509712
-11.640400,-82.229000,-228.650000,1.156213,0.501077
-11.340400,-82.229000,-228.650000,1.170548,0.503486
-11.040400,-82.229000,-228.650000,1.133632,0.510628
-10.740400,-82.229000,-228.650000,1.186471,0.512646
-10.440400,-82.229000,-228.650000,1.174418,0.510912
-10.140400,-82.229000,-228.650000,1.178920,0.512974
-9.840400,-82.229000,-228.650000,1.172276,0.518556
-9.540400,-82.229000,-228.650000,1.179190,0.509370
-9.240400,-82.229000,-228.650000,1.224467,0.510723
-8.940400,-82.229000,-228.650000,1.168132,0.510854
-8.640400,-82.229000,-228.650000,1.158539,0.510863
-8.340400,-82.229000,-228.650000,1.141048,0.510906
-8.040400,-82.229000,-228.650000,1.151200,0.505187
-7.740400,-82.229000,-228.650000,1.206878,0.513548
-7.440400,-82.229000,-228.650000,1.168794,0.511555
-7.140400,-82.229000,-228.650000,1.162637,0.509757
-6.840400,-82.229000,-228.650000,1.180420,0.510239
-6.540400,-82.229000,-228.650000,1.195524,0.509852
-6.240400,-82.229000,-228.650000,1.186636,0.507709
-5.940400,-82.229000,-228.650000,1.180858,0.515573
-5.640400,-82.229000,-228.650000,1.169276,0.507948
-5.340400,-82.229000,-228.650000,1.195060,0.512313
-5.040400,-82.229000,-228.650000,1.203873,0.513021
-4.740400,-82.229000,-228.650000,1.159817,0.507154
-4.440400,-82.229000,-228.650000,1.198077,0.510210
-4.140400,-82.229000,-228.650000,1.127602,0.509040
-3.840400,-82.229000,-228.650000,1.104145,0.512269
-3.540400,-82.229000,-228.650000,1.227417,0.518361
-3.240400,-82.229000,-228.650000,1.162734,0.512852
-2.940400,-82.229000,-228.650000,1.180425,0.515762
-2.640400,-82.229000,-228.650000,1.146961,0.516390
-2.340400,-82.229000,-228.650000,1.162659,0.515862
-2.040400,-82.229000,-228.650000,1.178349,0.511680
-1.740400,-82.229000,-228.650000,1.242647,0.512558
-1.440400,-82.229000,-228.650000,1.152728,0.511024
-1.140400,-82.229000,-228.650000,1.196166,0.511235
-0.840400,-82.229000,-228.650000,1.182984,0.515606
-0.540400,-82.229000,-228.650000,1.234663,0.510876
-0.240400,-82.229000,-228.650000,1.194911,0.510626
0.059600,-82.229000,-228.650000,1.158648,0.512111
0.359600,-82.229000,-228.650000,1.181883,0.513645
0.659600,-82.229000,-228.650000,1.173278,0.510977
0.959600,-82.229000,-228.650000,1.153748,0.513325
1.259600,-82.229000,-228.650000,1.203035,0.516208
1.559600,-82.229000,-228.650000,1.223600,0.510556
1.859600,-82.229000,-228.650000,1.210657,0.504179
2.159600,-82.229000,-228.650000,1.203914,0.511806
2.459600,-82.229000,-228.650000,1.174199,0.508936
2.759600,-82.229000,-228.650000,1.220060,0.517134
3.059600,-82.229000,-228.650000,1.235206,0.511236
3.359600,-82.229000,-228.650000,1.222994,0.515685
3.659600,-82.229000,-228.650000,1.173205,0.514417
3.959600,-82.229000,-228.650000,1.177354,0.515920
4.259600,-82.229000,-228.650000,1.252432,0.514658
4.559600,-82.229000,-228.650000,1.220573,0.510616
4.859600,-82.229000,-228.650000,1.196613,0.511699
5.159600,-82.229000,-228.650000,1.145158,0.513935
5.459600,-82.229000,-228.650000,1.215208,0.511127
5.759600,-82.229000,-228.650000,1.188707,0.507634
6.059600,-82.229000,-228.650000,1.177396,0.509778
6.359600,-82.229000,-228.650000,1.172172,0.508707
6.659600,-82.229000,-228.650000,1.159364,0.514057
6.959600,-82.229000,-228.650000,1.188447,0.512316
7.259600,-82.229000,-228.650000,1.149712,0.512095
7.559600,-82.229000,-228.650000,1.192114,0.510718
7.859600,-82.229000,-228.650000,1.196557,0.507443
-11.640400,-82.529000,-228.350000,1.130990,0.504079
-11.340400,-82.529000,-228.350000,1.155248,0.514062
-11.040400,-82.529000,-228.350000,1.214111,0.511936
-10.740400,-82.529000,-228.350000,1.176560,0.514686
-10.440400,-82.529000,-228.350000,1.247649,0.507405
-10.140400,-82.529000,-228.350000,1.178216,0.508539
-9.840400,-82.529000,-228.350000,1.213743,0.511190
-9.540400,-82.529000,-228.350000,1.232193,0.512277
-9.240400,-82.529000,-228.350000,1.181586,0.512109
-8.940400,-82.529000,-228.350000,1.212211,0.513540
-8.640400,-82.529000,-228.350000,1.231174,0.516471
-8.340400,-82.529000,-228.350000,1.186436,0.509498
-8.040400,-82.529000,-228.350000,1.236092,0.518447
-7.740400,-82.529000,-228.350000,1.223314,0.516859
-7.440400,-82.529000,-228.350000,1.198923,0.515666
-7.140400,-82.529000,-228.350000,1.200023,0.510606
-6.840400,-82.529000,-228.350000,1.217968,0.512369
-6.540400,-82.529000,-228.350000,1.166591,0.515034
-6.240400,-82.529000,-228.350000,1.220817,0.515651
-5.940400,-82.529000,-228.350000,1.183135,0.511382
-5.640400,-82.529000,-228.350000,1.220435,0.515698
-5.340400,-82.529000,-228.350000,1.206267,0.511753
-5.040400,-82.529000,-228.350000,1.208875,0.512336
-4.740400,-82.529000,-228.350000,1.202044,0.515329
-4.440400,-82.529000,-228.350000,1.201434,0.508720
-4.140400,-82.529000,-228.350000,1.209428,0.513315
-3.840400,-82.529000,-228.350000,1.164415,0.514950
-3.540400,-82.529000,-228.350000,1.181825,0.515675
-3.240400,-82.529000,-228.350000,1.232021,0.513994
-2.940400,-82.529000,-228.350000,1.177743,0.507514
-2.640400,-82.529000,-228.350000,1.203025,0.509121
-2.340400,-82.529000,-228.350000,1.208222,0.513148
-2.040400,-82.529000,-228.350000,1.149305,0.507778
-1.740400,-82.529000,-228.350000,1.175547,0.513142
-1.440400,-82.529000,-228.350000,1.147242,0.516274
-1.140400,-82.529000,-228.350000,1.230389,0.522548
-0.840400,-82.529000,-228.350000,1.166662,0.516361
-0.540400,-82.529000,-228.350000,1.249080,0.518048
-0.240400,-82.529000,-228.350000,1.212121,0.515750
0.059600,-82.529000,-228.350000,1.232170,0.514140
0.359600,-82.529000,-228.350000,1.196244,0.518935
0.659600,-82.529000,-228.350000,1.227015,0.513601
0.959600,-82.529000,-228.350000,1.173991,0.514996
1.259600,-82.529000,-228.350000,1.212748,0.512742
1.559600,-82.529000,-228.350000,1.196540,0.514334
1.859600,-82.529000,-228.350000,1.145310,0.513921
2.159600,-82.529000,-228.350000,1.224772,0.511528
2.459600,-82.529000,-228.350000,1.207878,0.510733
2.759600,-82.529000,-228.350000,1.210845,0.515828
3.059600,-82.529000,-228.350000,1.217698,0.515567
3.359600,-82.529000,-228.350000,1.160964,0.509954
3.659600,-82.529000,-228.350000,1.190241,0.512394
3.959600,-82.529000,-228.350000,1.170991,0.517978
4.259600,-82.529000,-228.350000,1.213616,0.514291
4.559600,-82.529000,-228.350000,1.155254,0.515489
4.859600,-82.529000,-228.350000,1.178155,0.512939
5.159600,-82.529000,-228.350000,1.208056,0.511856
5.459600,-82.529000,-228.350000,1.165685,0.517722
5.759600,-82.529000,-228.350000,1.225273,0.510798
6.059600,-82.529000,-228.350000,1.166032,0.513520
6.359600,-82.529000,-228.350000,1.197884,0.515037
6.659600,-82.529000,-228.350000,1.201179,0.513751
6.959600,-82.529000,-228.350000,1.198919,0.511522
7.259600,-82.529000,-228.350000,1.240323,0.512647
7.559600,-82.529000,-228.350000,1.144761,0.512587
7.859600,-82.529000,-228.350000,1.171675,0.511907
8.159600,-82.529000,-228.350000,1.218391,0.510772
8.459600,-82.529000,-228.350000,1.169999,0.505223
-11.640400,-82.229000,-228.350000,1.195040,0.503330
-11.340400,-82.229000,-228.350000,1.168641,0.511036
-11.040400,-82.229000,-228.350000,1.194629,0.505170
-10.740400,-82.229000,-228.350000,1.195425,0.510440
-10.440400,-82.229000,-228.350000,1.124352,0.504894
-10.140400,-82.229000,-228.350000,1.143076,0.507935
-9.840400,-82.229000,-228.350000,1.216619,0.510776
-9.540400,-82.229000,-228.350000,1.186781,0.511456
-9.240400,-82.229000,-228.350000,1.192376,0.511340
-8.940400,-82.229000,-228.350000,1.207877,0.512930
-8.640400,-82.229000,-228.350000,1.221723,0.514721
