# MKM Parameters
#
# Alpha0 = 0.19 Gy-1
# Beta = 0.05 Gy-2
# AlphaX = 0.19 Gy-1 Reference radiation
# Domain Radius = 0.44 um
# Nucleus Radius = 8 um
#
# Dose[Gy], Survival, SurvivalStd, RBE, RBEStd
2.0000000, 0.3304429, 0.0000000, 1.5875396, 0.0000000
5.0000000, 0.0296497, 0.0000000, 1.3401869, 0.0000000
8.0000000, 0.0010816, 0.0000000, 1.2425534, 0.0000000
