# MKM Parameters
#
# Alpha0 = 0.19 Gy-1
# Beta = 0.05 Gy-2
# AlphaX = 0.19 Gy-1 Reference radiation
# Domain Radius = 0.44 um
# Nucleus Radius = 8 um
#
# Dose[Gy], Survival, SurvivalStd, RBE, RBEStd
2.0000000, 0.2869262, 0.0000000, 1.7230417, 0.0000000
5.0000000, 0.0208307, 0.0000000, 1.4204057, 0.0000000
8.0000000, 0.0006149, 0.0000000, 1.3010283, 0.0000000
