# MKM Parameters
#
# Alpha0 = 0.19 Gy-1
# Beta = 0.05 Gy-2
# AlphaX = 0.19 Gy-1 Reference radiation
# Domain Radius = 0.44 um
# Nucleus Radius = 8 um
#
# Dose[Gy], Survival, SurvivalStd, RBE, RBEStd
2.0000000, 0.5302971, 0.0000000, 1.0684374, 0.0000000
5.0000000, 0.0967336, 0.0000000, 1.0388149, 0.0000000
8.0000000, 0.0071741, 0.0000000, 1.0271358, 0.0000000
